NOM_CARRER,DISTRICTE,SECC_CENS,BARRI,DPOSTAL
Muntadas,3,50,15,8014
Muntadas,3,49,15,8014
Muntaner,2,164,10,8011
Muntaner,2,94,8,8011
Muntaner,2,93,8,8011
Muntaner,2,101,8,8036
Muntaner,2,102,8,8036
Muntaner,2,105,8,8036
Muntaner,2,106,8,8036
Muntaner,5,65,26,8021
Muntaner,5,64,26,8021
Muntaner,5,63,26,8021
Muntaner,5,51,26,8021
Muntaner,5,50,26,8021
Muntaner,5,42,25,8022
Muntaner,5,43,25,8022
Muntaner,5,45,25,8022
Muntaner,2,164,10,8011
Muntaner,2,92,8,8011
Muntaner,2,90,8,8011
Muntaner,2,89,8,8011
Muntaner,2,88,8,8036
Muntaner,2,87,8,8036
Muntaner,2,86,8,8036
Muntaner,5,66,26,8021
Muntaner,5,70,26,8021
Muntaner,5,72,26,8021
Muntaner,5,74,26,8021
Muntaner,5,76,26,8006
Muntaner,5,78,26,8006
Muntaner,5,41,25,8022
Muntaner,5,40,25,8022
Muntaner,2,98,8,8011
Muntanyola,7,103,43,8035
Muntanyola,7,103,43,8035
Mura,7,103,43,8035
Mura,7,103,43,8035
Múrcia,10,28,65,8026
Múrcia,9,95,63,8027
Múrcia,9,93,63,8027
Múrcia,9,92,63,8027
Múrcia,9,63,61,8027
Múrcia,10,28,65,8026
Múrcia,9,95,63,8027
Múrcia,9,94,63,8027
Muret,10,87,70,8019
Muret,10,87,70,8019
Murillo,3,11,11,8004
Murillo,3,11,11,8004
Murtra,7,82,38,8032
Murtra,7,80,37,8032
Murtra,7,78,37,8032
Murtra,7,77,37,8032
Murtra,7,63,37,8032
Murtra,7,65,37,8032
Murtra,7,64,37,8032
Murtra,7,82,38,8032
Murtra,7,78,37,8032
Murtra,7,77,37,8032
Murtra,7,62,37,8032
Murtra,7,63,37,8032
Murtra,7,64,37,8032
Música,7,95,40,8035
Música,7,95,40,8035
Muses,7,96,40,8035
Muses,7,96,40,8035
Musitu,5,93,27,8023
Musitu,5,92,27,8023
Musitu,5,92,27,8023
Nació,10,24,64,8026
Nació,10,22,64,8026
Nació,10,5,64,8026
Nació,10,2,64,8026
Nació,10,3,64,8026
Nació,10,5,64,8026
Pg Joan de Borbó,1,42,3,8003
Pg Joan de Borbó,1,41,3,8003
Pg Joan de Borbó,1,40,3,8003
Pg Joan de Borbó,1,33,3,8003
Pg Joan de Borbó,1,32,3,8003
Pg Joan de Borbó,1,42,3,8003
Pg Joan de Borbó,1,41,3,8003
Pg Joan de Borbó,1,40,3,8003
Pg Joan de Borbó,1,33,3,8003
Pg Joan de Borbó,1,32,3,8003
Nadal,9,53,60,8030
Nadal,9,53,60,8030
Pl Nadal,9,53,60,8030
Pl Nadal,9,53,60,8030
Naïm,7,93,39,8035
Naïm,7,93,39,8035
Naïm,7,91,39,8035
Nau Santa Maria,4,24,19,8017
Nau Santa Maria,4,23,19,8017
Ptge Napoleó,6,19,30,8023
Ptge Napoleó,6,20,30,8023
Nàpols,10,47,66,8018
Nàpols,10,46,66,8018
Nàpols,2,1,5,8018
Nàpols,2,2,5,8013
Nàpols,2,5,5,8013
Nàpols,2,7,5,8013
Nàpols,2,68,7,8013
Nàpols,2,67,7,8013
Nàpols,2,66,7,8013
Nàpols,2,61,7,8013
Nàpols,2,56,7,8013
Nàpols,2,55,7,8025
Nàpols,6,70,32,8025
Nàpols,6,66,32,8025
Nàpols,10,47,66,8018
Nàpols,10,45,66,8018
Nàpols,2,1,5,8018
Nàpols,2,2,5,8018
Nàpols,2,8,5,8013
Nàpols,2,17,5,8013
Nàpols,2,18,5,8013
Nàpols,2,53,6,8013
Nàpols,2,54,6,8025
Nàpols,6,72,32,8025
Nàpols,6,76,32,8025
Nàpols,6,67,32,8025
Nàpols,2,5,5,8013
Nàpols,6,71,32,8025
Narbona,10,87,70,8019
Narbona,10,87,70,8019
Pl Narcisa Freixas,5,94,27,8022
Pl Narcisa Freixas,5,94,27,8022
Pl Narcís Oller,6,44,31,8006
Pl Narcís Oller,6,44,31,8006
Nau,1,46,4,8003
Nau,1,46,4,8003
Navarra,3,59,16,8014
Navarra,3,58,16,8014
Navarra,3,58,16,8014
Navarro i Reverter,5,2,22,8017
Navarro i Reverter,5,2,22,8017
Pl Las Navas,3,9,11,8004
Pl Las Navas,3,8,11,8004
Pl Las Navas,3,1,11,8004
Pl Las Navas,3,8,11,8004
Pl Las Navas,3,7,11,8004
Pl Las Navas,3,1,11,8004
Pl Las Navas,3,9,11,8004
Navas de Tolosa,10,27,65,8026
Navas de Tolosa,10,28,65,8026
Navas de Tolosa,10,1,64,8026
Navas de Tolosa,9,85,63,8041
Navas de Tolosa,9,84,63,8041
Navas de Tolosa,10,29,65,8027
Navas de Tolosa,9,95,63,8027
Navas de Tolosa,9,88,63,8027
Navas de Tolosa,9,86,63,8027
Navas de Tolosa,9,84,63,8027
Navas de Tolosa,9,86,63,8027
Navas de Tolosa,9,84,63,8027
Navas de Tolosa,10,31,65,8026
Navas de Tolosa,10,4,64,8026
Navas de Tolosa,10,31,65,8027
Navas de Tolosa,9,87,63,8027
Navata,6,10,28,8035
Navata,6,9,28,8035
Navata,6,9,28,8035
Natzaret,7,89,39,8035
Natzaret,7,90,39,8035
Natzaret,7,91,39,8035
Natzaret,7,97,40,8035
Natzaret,7,89,39,8035
Natzaret,7,92,39,8035
Natzaret,7,91,39,8035
Natzaret,7,93,39,8035
Natzaret,7,94,40,8035
Nebuloses,5,1,22,8017
Nebuloses,5,1,22,8017
Ptge Negociant,5,3,22,8017
Ptge Negociant,5,3,22,8017
Negrell,3,32,13,8038
Negrell,3,32,13,8038
Negrevernís,5,10,23,8034
Negrevernís,5,9,23,8034
Nena Casas,5,20,24,8017
Nena Casas,5,22,24,8017
Nena Casas,5,24,24,8017
Nena Casas,5,21,24,8017
Nena Casas,5,22,24,8017
Nena Casas,5,24,24,8017
Neopàtria,9,47,60,8030
Neopàtria,9,51,60,8030
Neopàtria,9,47,60,8030
Neopàtria,9,51,60,8030
Neopàtria,9,52,60,8030
Neopàtria,9,47,60,8030
Neopàtria,9,51,60,8030
Neopàtria,9,53,60,8030
Neopàtria,9,52,60,8030
Neptú,6,44,31,8006
Neptú,6,43,31,8006
Neptú,6,44,31,8006
Neptú,6,43,31,8006
Pl Neptú,3,24,11,8038
Nerbion,3,39,13,8038
Nerbion,3,39,13,8038
Neu de Sant Cugat,1,48,4,8003
Neu de Sant Cugat,1,48,4,8003
Nicaragua,2,129,9,8029
Nicaragua,2,127,9,8029
Nicaragua,3,113,18,8029
Nicaragua,4,3,19,8029
Nicaragua,4,2,19,8029
Nicaragua,4,12,19,8029
Nicaragua,2,129,9,8029
Nicaragua,2,127,9,8029
Nicaragua,3,114,18,8029
Nicaragua,4,1,19,8029
Nicaragua,4,15,19,8029
Nicaragua,4,13,19,8029
Nicolau St Climent,1,46,4,8003
Nicolau St Climent,1,46,4,8003
Nil,8,39,46,8031
Nil,8,38,46,8031
Nil,8,39,46,8031
Ptge Nil,8,39,46,8031
Ptge Nil,8,39,46,8031
Nil Fabra,6,37,31,8012
Nil Fabra,6,38,31,8012
Nínive,7,93,39,8035
Nínive,7,94,40,8035
Niça,7,15,33,8024
Niça,7,14,33,8024
Nobel,9,58,61,8027
Nobel,9,58,61,8027
Noguera Pallaresa,3,99,18,8014
Noguera Pallaresa,3,101,18,8014
Noguera Pallaresa,3,58,16,8014
Noguera Pallaresa,3,57,16,8014
Noguera Pallaresa,3,62,16,8014
Noguera Pallaresa,3,60,16,8014
Noguera Pallaresa,3,58,16,8014
Noguera Pallaresa,3,57,16,8014
Noguera Ribagorçan,3,51,15,8014
Noguera Ribagorçan,3,57,16,8014
Ptge Nogués,6,77,32,8025
Ptge Nogués,6,78,32,8025
Ptge Nogués,6,77,32,8025
Ptge Nogués,6,78,32,8025
Ptge Nogués,6,79,32,8025
Ptge Nogués,6,79,32,8025
Nord,3,42,14,8004
Nord,3,45,14,8004
Nord,3,42,14,8004
Nord,3,45,14,8004
Pl Nord,6,33,31,8024
Pl Nord,6,33,31,8024
Pl Nord,6,35,31,8024
Notariat,1,20,1,8001
Notariat,1,20,1,8001
T Cal Notari,7,103,43,8035
T Cal Notari,7,103,43,8035
Nou Pins,8,90,52,8016
Nou Pins,8,101,52,8016
Nou Pins,8,91,52,8016
Nou Pins,8,90,52,8016
Nou Pins,8,99,52,8016
Nou Pins,8,100,52,8016
Nou Pins,8,100,52,8016
Nou Pins,8,98,52,8016
Novell,4,31,19,8028
Novell,4,9,19,8028
Novell,4,33,19,8028
Novell,4,32,19,8028
Novell,4,8,19,8014
Novelles,9,11,59,8030
Novelles,9,11,59,8030
Mare Déu Àngels,7,84,38,8035
Mare Déu Àngels,7,83,38,8035
Mare Déu Àngels,6,15,29,8035
Mare Déu Àngels,7,83,38,8035
Mare Déu Àngels,7,82,38,8035
Mare Déu Àngels,7,82,38,8035
Mare Déu del Coll,6,2,28,8023
Mare Déu del Coll,6,3,28,8023
Mare Déu del Coll,6,20,30,8023
Mare Déu del Coll,6,19,30,8023
Mare Déu del Coll,6,4,28,8023
Mare Déu del Coll,6,4,28,8023
Mare Déu del Coll,6,3,28,8023
Pg Mare Déu Coll,6,12,28,8023
Pg Mare Déu Coll,6,14,29,8023
Pg Mare Déu Coll,7,83,38,8032
Pg Mare Déu Coll,7,82,38,8032
Pg Mare Déu Coll,6,13,29,8023
Pg Mare Déu Coll,6,14,29,8023
Pg Mare Déu Coll,7,62,37,8032
Pg Mare Déu Coll,7,78,37,8032
Pg Mare Déu Coll,6,15,29,8023
Pg Mare Déu Coll,7,80,37,8032
Pg Mare Déu Coll,7,81,38,8032
Pg Mare Déu Coll,6,15,29,8023
Av Mare Déu Lorda,4,56,21,8034
Av Mare Déu Lorda,5,5,23,8034
Av Mare Déu Lorda,4,56,21,8034
Conrad Xalabarder,4,56,21,8034
Conrad Xalabarder,4,56,21,8034
Camí Mare Déu Lord,4,56,21,8034
Camí Mare Déu Lord,5,5,23,8034
Mare Déu Neus,8,5,44,8031
Mare Déu Neus,8,6,44,8031
Coves d'en Cimany,7,61,37,8032
Coves d'en Cimany,7,61,37,8032
Mare Déu de Port,3,25,12,8038
Mare Déu de Port,3,32,13,8038
Mare Déu de Port,3,31,13,8038
Mare Déu de Port,3,34,13,8038
Mare Déu de Port,3,211,13,8038
Mare Déu de Port,3,34,13,8038
Mare Déu de Port,3,211,13,8038
Mare Déu de Port,3,35,13,8038
Mare Déu de Port,3,213,13,8038
Mare Déu de Port,3,25,12,8038
Mare Déu de Port,3,24,11,8038
Mare Déu de Port,3,32,13,8038
Mare Déu de Port,3,33,13,8038
Mare Déu de Port,3,37,13,8038
Mare Déu de Port,3,39,13,8038
Mare Déu del Remei,3,7,11,8004
Mare Déu del Remei,3,2,11,8004
Mare Déu del Remei,3,5,11,8004
Mare Déu del Remei,3,7,11,8004
Mare Déu del Remei,3,2,11,8004
Mare Déu del Remei,3,3,11,8004
Mare Déu del Remei,3,4,11,8004
Mare Déu del Remei,3,3,11,8004
Mare Déu del Remei,3,4,11,8004
Mare Déu dels Reis,6,4,28,8023
Mare Déu dels Reis,6,4,28,8023
Pollancre,5,1,22,8017
Pollancre,5,1,22,8017
Pl Nova,1,25,2,8002
Pl Nova,1,28,2,8002
Pl Nova,1,23,2,8002
Pl Nova,1,25,2,8002
Pl Nova,1,23,2,8002
Nou de Dulce,1,15,1,8001
Nou de Dulce,1,15,1,8001
Nou de Porta,8,26,45,8016
Nou de Porta,8,25,45,8016
Nou Sant Francesc,1,30,2,8002
Nou Sant Francesc,1,30,2,8002
Nou Santa Eulàlia,5,7,23,8017
Nou Santa Eulàlia,5,7,23,8017
Nou de Zurbano,1,29,2,8002
Nou de Zurbano,1,29,2,8002
Numància,3,107,18,8014
Numància,3,111,18,8029
Numància,3,112,18,8029
Numància,4,4,19,8029
Numància,4,2,19,8029
Numància,4,11,19,8029
Numància,4,25,19,8029
Numància,4,27,19,8029
Numància,4,23,19,8034
Numància,4,24,19,8034
Numància,4,3,19,8029
Numància,4,2,19,8029
Numància,4,12,19,8029
Numància,4,22,19,8029
Numància,4,24,19,8017
Numància,3,113,18,8029
Numància,4,23,19,8017
Estartit,10,132,73,8020
Estartit,10,130,73,8020
Eduard Fontserè,5,32,25,8035
Eduard Fontserè,5,33,25,8035
Número 34,3,25,12,8040
Pl J Folguera,5,38,25,8022
Pl J Folguera,5,37,25,8022
Pl J Folguera,5,37,25,8022
Pl J Folguera,5,38,25,8022
Ptge Núria,2,40,6,8025
Ptge Núria,2,40,6,8025
Panxampla,5,3,22,8017
Panxampla,5,3,22,8017
Bisbe Caçador,1,26,2,8002
Bisbe Caçador,1,26,2,8002
Bisbe Català,5,6,23,8034
Bisbe Català,4,56,21,8034
Bisbe Català,5,6,23,8034
Bisbe Català,4,56,21,8034
Bisbe,1,25,2,8002
Bisbe,1,25,2,8002
Bisbe Laguarda,1,13,1,8001
Bisbe Laguarda,1,12,1,8001
Bisbe Sivilla,5,40,25,8022
Bisbe Sivilla,5,43,25,8022
Bisbe Sivilla,5,40,25,8022
Bisbe Sivilla,5,43,25,8022
Bisbe Sivilla,5,44,25,8022
Bisbe Sivilla,5,44,25,8022
Pl Urquinaona,2,77,7,8010
Pl Urquinaona,2,75,7,8010
Pl Urquinaona,1,52,4,8010
Pl Urquinaona,2,77,7,8010
Pl Urquinaona,2,75,7,8010
Pl Urquinaona,1,52,4,8010
Pl Urquinaona,2,77,7,8010
Pl Urquinaona,2,77,7,8010
Obradors,1,30,2,8002
Obradors,1,30,2,8002
Ctra Observatori F,5,2,22,8035
Ctra Observatori F,5,2,22,8035
Ocata,1,43,4,8003
Ocata,1,43,4,8003
Ogassa,8,49,47,8042
Ogassa,8,49,47,8042
Ojeda,8,65,50,8042
Ojeda,8,65,50,8042
Pl Olèrdola,6,11,28,8023
Pl Olèrdola,6,11,28,8023
Olesa,9,82,62,8027
Olesa,9,81,62,8027
Olesa,9,83,63,8027
Olesa,9,68,61,8027
Olesa,9,73,61,8027
Olesa,9,70,61,8027
Olesa,9,84,63,8027
Olesa,9,83,63,8027
Olesa,9,68,61,8027
Olesa,9,69,61,8027
Oli,1,47,4,8003
Oli,1,47,4,8003
Oliana,5,72,26,8006
Oliana,5,72,26,8006
Pg Olímpic,3,24,11,8038
Pg Olímpic,3,24,11,8038
Ptge Olivé,10,75,68,8005
Ptge Olivé,10,75,68,8005
Ptge Olivé Marista,10,75,68,8005
Ptge Olivé Marista,10,75,68,8005
Ptge C Oliveras,6,86,32,8024
Ptge C Oliveras,6,86,32,8024
Olivera,3,7,11,8004
Olivera,3,2,11,8004
Olivera,3,8,11,8004
Olivera,3,1,11,8004
Olivera,3,4,11,8004
Olivera,3,4,11,8004
Om,1,3,1,8001
Om,1,3,1,8001
Olot,6,18,30,8024
Olot,6,22,30,8024
Olvan,7,91,39,8035
Olvan,7,90,39,8035
Olvan,7,91,39,8035
Oblit,7,42,35,8041
Oblit,7,34,35,8041
Oblit,7,43,35,8041
Oblit,7,34,35,8041
Olzinelles,3,101,18,8014
Olzinelles,3,60,16,8014
Olzinelles,3,61,16,8014
Olzinelles,3,100,18,8014
Olzinelles,3,99,18,8014
Olzinelles,3,62,16,8014
Pl Olles,1,45,4,8003
Pl Olles,1,43,4,8003
Pl Olles,1,45,4,8003
Pl Olles,1,43,4,8003
Aiguallonga,4,56,21,8034
Aiguallonga,4,56,21,8034
Porto,7,118,43,8032
Porto,7,112,43,8032
Porto,7,118,43,8032
Porto,7,112,43,8032
Ignasi Iglésias,9,47,60,8030
Ignasi Iglésias,9,46,60,8030
Ignasi Iglésias,9,44,60,8030
Ignasi Iglésias,9,45,60,8030
Orduña,8,38,46,8031
Orduña,8,39,46,8031
Orellana,5,1,22,8017
Orellana,5,1,22,8017
Pl Orfila,9,25,60,8030
Pl Orfila,9,26,60,8030
Pl Orfila,9,25,60,8030
Pl Orfila,9,26,60,8030
Pl Orfila,9,25,60,8030
Orgues,1,46,4,8003
Pl Orient,5,28,24,8017
Pl Orient,5,25,24,8017
Pl Orient,5,24,24,8017
Pl Orient,5,27,24,8017
Pl Orient,5,24,24,8017
Oriol,8,74,50,8042
Oriol,8,74,50,8042
Ptge Oriol,10,72,68,8005
Ptge Oriol,10,72,68,8005
Oriol Mestres,5,12,23,8034
Oriol Mestres,5,12,23,8034
Orís,8,109,54,8033
Orís,8,109,54,8033
Oristà,8,116,56,8033
Oristà,8,116,56,8033
Oristany,10,85,70,8019
Oristany,10,85,70,8019
Or,6,52,31,8012
Or,6,52,31,8012
Or,6,53,31,8012
Orpí,8,116,56,8033
Orpí,8,116,56,8033
Ptge Garric,5,1,22,8017
Ptge Garric,5,1,22,8017
Ortigosa,1,52,4,8003
Ortigosa,1,52,4,8003
Ptge Óssa Major,5,1,22,8017
Ptge Óssa Major,5,1,22,8017
Osi,5,14,23,8034
Osi,5,13,23,8034
Osi,5,15,23,8034
Osi,5,13,23,8034
Osi,5,15,23,8034
Osi,5,13,23,8034
Osona,5,90,27,8023
Osona,5,88,27,8023
Otger,9,25,60,8030
Otger,9,25,60,8030
Òtranto,10,82,70,8019
Òtranto,10,83,70,8019
Òtranto,10,82,70,8019
Òtranto,10,83,70,8019
Pau Alcover,5,28,24,8017
Pau Alcover,5,29,24,8017
Pau Alcover,5,26,24,8017
Pau Alcover,5,28,24,8017
Pau Alcover,5,27,24,8017
Pau Alcover,5,26,24,8017
Pl R Campalans,10,78,69,8005
Pl R Campalans,10,78,69,8005
Pau Ferran,6,16,29,8023
Pau Ferran,6,17,29,8023
Pau Ferran,7,61,37,8023
Pau Ferran,6,17,29,8023
Pau Ferran,6,18,30,8024
Pau Ferran,6,17,29,8023
Pau Feu,5,5,23,8017
Pau Feu,5,5,23,8017
Ptge Pau Hernández,2,33,6,8025
Ptge Pau Hernández,2,33,6,8025
Pisuerga,4,47,20,8028
Pisuerga,4,46,20,8028
Pablo Sáez Barés,7,22,34,8024
Pablo Sáez Barés,7,22,34,8024
Ptge Paca Soler,3,80,17,8028
Ptge Paca Soler,3,80,17,8028
Pacífic,9,62,61,8027
Pacífic,9,59,61,8027
Pacífic,9,60,61,8027
Pacífic,9,62,61,8027
Pacífic,9,60,61,8027
Pacífic,9,56,61,8027
Padilla,2,13,5,8013
Padilla,2,15,5,8013
Padilla,2,21,6,8013
Padilla,2,26,6,8013
Padilla,2,27,6,8013
Padilla,2,35,6,8025
Padilla,2,36,6,8025
Padilla,2,46,6,8025
Padilla,2,42,6,8025
Padilla,7,5,33,8025
Padilla,7,8,33,8025
Padilla,2,13,5,8013
Padilla,2,14,5,8013
Padilla,2,21,6,8013
Padilla,2,25,6,8013
Padilla,2,28,6,8013
Padilla,2,27,6,8013
Padilla,2,34,6,8025
Padilla,2,36,6,8025
Padilla,2,46,6,8025
Padilla,7,10,33,8025
Padilla,7,9,33,8025
Padilla,7,13,33,8025
Padilla,2,24,6,8013
Padilla,2,41,6,8025
Padilla,2,24,6,8013
Padilla,7,4,33,8025
Pare Fidel Fita,5,97,27,8023
Pare Fidel Fita,5,92,27,8023
Pare Gallifa,1,47,4,8003
Pare Gallifa,1,47,4,8003
Pare Jacint Alegre,6,22,30,8024
Pare Jacint Alegre,6,22,30,8024
Pare Laínez,6,81,32,8025
Pare Laínez,6,80,32,8025
Pare Laínez,6,78,32,8025
Pare Laínez,6,77,32,8025
Pl Verdum,8,77,51,8042
Pl Verdum,8,77,51,8042
Pare Manyanet,9,21,60,8030
Pare Manyanet,9,19,60,8030
Pare Manyanet,9,61,61,8027
Pare Manyanet,9,19,60,8030
Pare Manyanet,9,20,60,8030
Pare Manjón,9,1,57,8033
Pare Manjón,9,1,57,8033
Pare Pérez Pulgar,9,1,57,8033
Pare Pérez Pulgar,9,1,57,8033
Pare Rodés,8,81,51,8042
Pare Rodés,8,82,51,8042
Pare Roldós,7,42,35,8041
Pare Roldós,7,43,35,8041
Pare Secchi,9,48,60,8030
Pare Secchi,9,46,60,8030
Pare Secchi,9,45,60,8030
Pare Secchi,9,47,60,8030
Pare Secchi,9,44,60,8030
Pl Pedró,1,11,1,8001
Pl Pedró,1,11,1,8001
Pl Pedró,1,13,1,8001
Pàdua,5,89,27,8023
Pàdua,5,85,27,8006
Pàdua,5,86,27,8006
Pàdua,5,87,27,8006
Pàdua,5,89,27,8023
Pàdua,5,85,27,8006
Pàdua,5,86,27,8006
Pàdua,5,87,27,8006
Ptge Pagès,2,17,5,8013
Ptge Pagès,2,17,5,8013
Palla,1,28,2,8002
Palla,1,28,2,8002
Palla,1,25,2,8002
Ptge Palau,1,43,4,8003
Ptge Palau,1,43,4,8003
Pla Palau,1,46,4,8003
Pla Palau,1,45,4,8003
Pla Palau,1,43,4,8003
Pla Palau,1,46,4,8003
Pla Palau,1,45,4,8003
Pla Palau,1,43,4,8003
Pla Palau,1,32,3,8003
Pla Palau,1,43,4,8003
Palafolls,5,4,23,8017
Palafolls,5,4,23,8017
Palafox,7,115,43,8031
Palafox,7,114,43,8032
Palafox,7,111,43,8031
Palafox,7,113,43,8032
Palafox,7,114,43,8032
Palamós,8,98,52,8016
Palamós,8,101,52,8016
Palamós,8,104,53,8033
Palamós,8,107,53,8033
Palamós,8,98,52,8016
Palamós,8,97,52,8016
Palamós,8,105,53,8033
Palamós,8,106,53,8033
Palau,1,27,2,8002
Palau,1,27,2,8002
Palaudàries,3,20,11,8004
Palaudàries,3,21,11,8004
Palaudàries,3,19,11,8004
Palaudàries,3,21,11,8004
Palau-solità,8,108,54,8033
Palau-solità,8,108,54,8033
Bda Palautordera,7,53,36,8032
Bda Palautordera,7,52,36,8032
Palència,9,90,63,8027
Palència,9,92,63,8027
Palència,9,64,61,8027
Palència,9,95,63,8027
Palència,9,93,63,8027
Palència,9,92,63,8027
Palerm,10,83,70,8019
Palerm,10,85,70,8019
Palerm,10,86,70,8019
Palerm,10,83,70,8019
Palerm,10,85,70,8019
Palerm,10,86,70,8019
Palma,3,6,11,8004
Palma,3,6,11,8004
Ptge Ciut Mallorca,8,29,45,8016
Ptge Ciut Mallorca,8,29,45,8016
Pg Ciutat Mallorca,8,21,45,8016
Pg Ciutat Mallorca,8,22,45,8016
Pg Ciutat Mallorca,8,29,45,8016
Pg Ciutat Mallorca,8,28,45,8016
Palma Sant Genís,6,10,28,8035
Palma Sant Genís,6,9,28,8035
Palma de Sant Just,1,26,2,8002
Palma de Sant Just,1,26,2,8002
Ptge Palmeres,8,4,44,8031
Ptge Palmeres,8,4,44,8031
Paloma,1,15,1,8001
Paloma,1,16,1,8001
Paloma,1,17,1,8001
Palomar,9,32,60,8030
Palomar,9,31,60,8030
Palomar,9,36,60,8030
Palomar,9,37,60,8030
Palomar,9,31,60,8030
Palou,6,11,28,8023
Palou,6,11,28,8023
Pals,8,48,47,8031
Pals,8,48,47,8031
Pallars,10,44,66,8018
Pallars,10,43,66,8018
Pallars,10,42,66,8018
Pallars,10,58,68,8005
Pallars,10,66,68,8005
Pallars,10,65,68,8005
Pallars,10,70,68,8005
Pallars,10,69,68,8005
Pallars,10,94,71,8019
Pallars,10,93,70,8019
Pallars,10,90,70,8019
Pallars,10,50,66,8018
Pallars,10,43,66,8018
Pallars,10,56,68,8005
Pallars,10,64,68,8005
Pallars,10,65,68,8005
Pallars,10,70,68,8005
Pallars,10,74,68,8005
Pallars,10,75,68,8005
Pallars,10,236,69,8019
Pallars,10,235,69,8019
Pallars,10,93,70,8019
Pallars,10,91,70,8019
Pallars,10,56,68,8005
Pallars,10,76,69,8019
Pallars,10,76,69,8019
Pallars,10,58,68,8005
Pamplona,10,52,67,8005
Pamplona,10,53,67,8005
Pamplona,10,52,67,8005
Pamplona,10,43,66,8005
Pamplona,10,43,66,8005
Penedès,6,47,31,8012
Penedès,6,46,31,8012
Penedès,6,46,31,8012
Penedès,6,47,31,8012
Panamà,4,56,21,8034
Panamà,4,56,21,8034
Panissars,3,91,18,8028
Panissars,3,91,18,8028
Panorama,7,26,34,8032
Panorama,7,26,34,8032
Panorama,7,28,35,8032
Panses,1,46,4,8003
Panses,1,46,4,8003
Camí Pantà,5,1,22,8017
Camí Pantà,5,3,22,8017
Camí Pantà,5,1,22,8017
Camí Pantà,5,3,22,8017
Camí Pantà,5,1,22,8017
Camí Pantà,5,1,22,8017
Pantà de Tremp,7,76,37,8032
Pantà de Tremp,7,79,37,8032
Pantà de Tremp,7,80,37,8032
Pantà de Tremp,7,76,37,8032
Pantà de Tremp,7,74,37,8032
Pantà de Tremp,7,73,37,8032
Pantomima,7,96,40,8035
Pantomima,7,96,40,8035
Av Joan XXIII,4,49,20,8028
Av Joan XXIII,4,49,20,8028
Pl Pius XII,4,52,21,8034
Pl Pius XII,4,49,20,8028
Pl Pius XII,4,52,21,8034
Pl Pius XII,4,49,20,8028
Pl Pius XII,4,53,21,8034
Papin,3,91,18,8028
Papin,3,92,18,8028
Papin,3,91,18,8028
Papin,3,92,18,8028
Paradís,1,25,2,8002
Paradís,1,25,2,8002
Paraguai,10,102,71,8020
Paraguai,10,237,71,8020
Paraguai,10,237,71,8020
Parcerisa,3,67,16,8014
Parcerisa,3,64,16,8014
Parcerisa,3,63,16,8014
Parcerisa,3,64,16,8014
Passerell,7,59,37,8032
Passerell,7,67,37,8032
Passerell,7,59,37,8032
Bda Passerell,7,59,37,8032
Bda Passerell,7,59,37,8032
Ptge Passerell,7,59,37,8032
Ptge Passerell,7,59,37,8032
Pardo,9,75,62,8027
Pardo,8,17,44,8016
Pardo,8,19,44,8016
Pardo,9,75,62,8027
Pardo,8,18,44,8016
Pardo,8,19,44,8016
Paredes,1,41,3,8003
Paredes,1,41,3,8003
Parellada,9,24,60,8030
Parellada,9,24,60,8030
Parellada,9,23,60,8030
Parellada,9,17,60,8030
Parellada,9,23,60,8030
Parellada,9,16,60,8030
París,2,112,9,8029
París,2,111,9,8029
París,2,110,9,8029
París,2,108,8,8036
París,2,107,8,8036
París,2,106,8,8036
París,2,86,8,8036
París,2,85,8,8036
París,2,125,9,8029
París,2,113,9,8029
París,2,110,9,8029
París,2,104,8,8036
París,2,105,8,8036
París,2,86,8,8036
París,2,85,8,8036
París,2,86,8,8036
París,2,85,8,8036
París,2,83,7,8008
París,2,85,8,8008
Ptge París,2,38,6,8025
Ptge París,2,38,6,8025
Parlament,2,173,10,8015
Parlament,2,172,10,8015
Parlament,2,169,10,8015
Parlament,2,171,10,8015
Parlament,2,172,10,8015
Parlament,2,169,10,8015
Ptge Pere Calders,2,172,10,8015
Ptge Pere Calders,2,172,10,8015
Parc,1,30,2,8002
Parc,1,30,2,8002
Parc Budellera,5,2,22,8017
Parc Budellera,5,2,22,8017
Mossèn Juliana,9,58,61,8027
Mossèn Juliana,9,59,61,8027
Mossèn Juliana,9,58,61,8027
Ptge Rtor Oliveras,2,65,7,8009
Ptge Rtor Oliveras,2,65,7,8009
Rector Triadó,3,47,15,8014
Rector Triadó,3,49,15,8014
Rector Triadó,3,47,15,8014
Rector Triadó,3,49,15,8014
Rector Triadó,3,106,18,8014
Rector Triadó,3,48,15,8014
Rector Ubach,5,74,26,8021
Rector Ubach,5,63,26,8021
Rector Ubach,5,62,26,8021
Rector Ubach,5,74,26,8021
Rector Ubach,5,62,26,8021
Rector Ubach,5,63,26,8021
Rector Voltà,5,9,23,8034
Rector Voltà,5,9,23,8034
Pere Tarrés,5,9,23,8034
Pere Tarrés,5,9,23,8034
Parsifal,5,1,22,8017
Parsifal,5,1,22,8017
Pas Sota Muralla,1,32,3,8003
Pas Sota Muralla,1,43,4,8003
Pas Ensenyança,1,27,2,8002
Pas Ensenyança,1,27,2,8002
Pasteur,7,26,34,8024
Pasteur,7,23,34,8024
Pasteur,7,60,37,8024
Pascual i Vila,4,49,20,8028
